20180220 162800;173.95;173.99;173.94;173.97;62000
20180220 162900;173.97;173.98;173.86;173.96;41000
20180220 163000;173.96;174.1;173.94;174.04;260800
20180220 163100;174.03;174.16;174.03;174.15;103100
20180220 163200;174.15;174.26;174.05;174.23;74900
20180220 163300;174.24;174.24;174.1;174.15;72400
20180220 163400;174.16;174.16;174.08;174.15;56400
20180220 163500;174.14;174.25;174.1;174.23;70300
20180220 163600;174.23;174.23;174.11;174.19;44000
20180220 163700;174.2;174.2;174.1;174.15;33500
20180220 163800;174.15;174.15;173.89;173.95;70700
20180220 163900;173.94;173.95;173.81;173.82;53400
20180220 164000;173.81;173.87;173.72;173.78;75200
20180220 164100;173.77;173.83;173.75;173.8;44900
20180220 164200;173.81;173.88;173.77;173.77;49700
20180220 164300;173.76;173.87;173.76;173.79;38400
20180220 164400;173.79;173.93;173.78;173.89;44400
20180220 164500;173.89;173.91;173.84;173.88;41000
20180220 164600;173.89;173.9;173.78;173.79;33100
20180220 164700;173.82;173.9;173.82;173.88;44900
20180220 164800;173.87;173.92;173.83;173.91;33800
20180220 164900;173.91;173.95;173.81;173.88;40300
20180220 165000;173.89;173.96;173.88;173.91;32400
20180220 165100;173.92;173.97;173.88;173.9;24000
20180220 165200;173.93;173.99;173.89;173.96;41200
20180220 165300;173.97;174.02;173.93;174;53400
20180220 165400;174;174.04;173.93;173.93;41900
20180220 165500;173.92;173.97;173.89;173.94;33300
20180220 165600;173.95;174.08;173.92;174.08;47800
20180220 165700;174.08;174.1;174.05;174.06;36700
20180220 165800;174.07;174.08;173.97;174;28500
20180220 165900;174.01;174.11;174.01;174.1;37700
20180220 170000;174.1;174.14;174.05;174.05;52500
20180220 170100;174.07;174.22;174.06;174.21;72500
20180220 170200;174.22;174.24;174.15;174.16;31900
20180220 170300;174.18;174.24;174.14;174.21;40800
20180220 170400;174.21;174.23;174.04;174.04;40900
20180220 170500;174.05;174.08;174.02;174.05;32000
20180220 170600;174.07;174.07;173.91;173.91;48000
20180220 170700;173.92;173.95;173.85;173.93;67000
20180220 170800;173.92;174.07;173.91;174.07;39300
20180220 170900;174.06;174.1;174.01;174.09;43400
20180220 171000;174.09;174.15;174.03;174.05;29000
20180220 171100;174.06;174.08;173.97;173.99;32900
20180220 171200;173.99;174.02;173.94;173.98;19600
20180220 171300;173.99;173.99;173.91;173.95;26100
20180220 171400;173.94;173.97;173.91;173.94;15800
20180220 171500;173.96;173.99;173.87;173.91;18800
20180220 171600;173.91;173.97;173.9;173.93;20300
20180220 171700;173.93;173.93;173.83;173.89;35800
20180220 171800;173.88;173.88;173.75;173.78;33900
20180220 171900;173.79;173.84;173.74;173.75;39600
20180220 172000;173.75;173.8;173.75;173.79;34700
20180220 172100;173.8;173.87;173.77;173.79;32200
20180220 172200;173.79;173.9;173.78;173.88;27200
20180220 172300;173.87;173.95;173.84;173.89;57100
20180220 172400;173.89;173.89;173.82;173.86;26200
20180220 172500;173.88;173.94;173.87;173.91;29300
20180220 172600;173.91;173.92;173.86;173.88;61600
20180220 172700;173.89;174;173.89;173.95;43700
20180220 172800;173.94;174;173.93;173.95;24100
20180220 172900;173.95;174.09;173.95;174.04;52700
20180220 173000;174.04;174.07;174.01;174.01;26400
20180220 173100;174.01;174.12;173.99;174.1;42300
20180220 173200;174.1;174.11;174.01;174.03;37800
20180220 173300;174.04;174.04;173.95;173.95;34700
20180220 173400;173.95;173.97;173.85;173.85;50900
20180220 173500;173.85;173.9;173.81;173.88;48000
20180220 173600;173.88;173.96;173.83;173.84;38600
20180220 173700;173.84;173.87;173.76;173.77;66000
20180220 173800;173.77;173.95;173.77;173.88;31000
20180220 173900;173.89;173.97;173.88;173.88;31600
20180220 174000;173.88;173.9;173.85;173.89;21300
20180220 174100;173.89;173.92;173.82;173.83;26700
20180220 174200;173.83;173.88;173.81;173.85;18200
20180220 174300;173.85;173.86;173.76;173.84;40600
20180220 174400;173.85;173.96;173.84;173.96;44500
20180220 174500;173.97;173.98;173.82;173.85;52900
20180220 174600;173.88;173.9;173.82;173.87;34900
20180220 174700;173.88;173.93;173.85;173.88;47400
20180220 174800;173.88;173.88;173.82;173.86;27000
20180220 174900;173.87;173.96;173.86;173.95;53100
20180220 175000;173.94;173.96;173.91;173.95;33000
20180220 175100;173.96;173.96;173.9;173.9;21600
20180220 175200;173.91;173.93;173.9;173.93;20600
